uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
fe0d5ef4-19a5-5e36-917e-8c6d3da17eca,proof,no,,no,yes,"Analysis 1: We first prove that $\frac{a}{\sqrt{a^{2}+8 b c}} \geqslant \frac{a^{\frac{1}{3}}}{a^{\frac{1}{3}}+b^{\frac{1}{3}}+c^{\frac{1}{3}}}$, which is equivalent to $\left(a^{\frac{4}{3}}+b^{\frac{1}{3}}+c^{\frac{4}{3}}\right)^{2} \geqslant a^{\frac{2}{3}}\left(a^{2}+8 b c\right)$. By the mean inequality,
$$
\begin{array}{c}
\left(a^{\frac{4}{3}}+b^{\frac{4}{3}}+c^{\frac{4}{3}}\right)^{2}-\left(a^{\frac{4}{3}}\right)^{2}=\left(b^{\frac{4}{3}}+c^{\frac{4}{3}}\right)\left(a^{\frac{4}{3}}+a^{\frac{4}{3}}+b^{\frac{4}{3}}+c^{\frac{4}{3}}\right) \\
\geqslant 2 b^{\frac{2}{3}} c^{\frac{2}{3}} \cdot 4 a^{\frac{2}{3}} b^{\frac{1}{3}} c^{\frac{1}{3}}=8 a^{\frac{2}{3}} b c, \\
\left(a^{\frac{4}{3}}+b^{\frac{4}{3}}+c^{\frac{4}{3}}\right)^{2} \geqslant\left(a^{\frac{4}{2}}\right)^{2}+8 a^{\frac{2}{3}} b c-a^{\frac{2}{2}}\left(a^{2}+8 b c\right),
\end{array}
$$

Therefore, $\frac{a}{\sqrt{a^{2}+8 b c}} \geqslant \frac{a^{\frac{4}{3}}}{a^{\frac{4}{3}}+b^{\frac{1}{3}}+c^{\frac{4}{3}}}$. Similarly, we have
$$
\frac{b}{\sqrt{b^{2}+8 c a}} \geqslant \frac{b^{\frac{4}{3}}}{a^{\frac{4}{3}}+b^{\frac{4}{3}}+c^{\frac{4}{3}}}, \frac{c}{\sqrt{c^{2}+8 a b}} \geqslant \frac{c^{\frac{4}{3}}}{a^{\frac{4}{3}}+b^{\frac{4}{3}}+c^{\frac{4}{3}}}.
$$

Adding the three inequalities, we get
$$
\frac{a}{\sqrt{a^{2}+8 b c}}+\frac{b}{\sqrt{b^{2}+8 c a}}+\frac{c}{\sqrt{c^{2}+8 a b}} \geqslant 1.
$$

Analysis 2: Let $x=\frac{a}{\sqrt{a^{2}+8 b c}}, y=\frac{b}{\sqrt{b^{2}+8 c a}}, z=\frac{c}{\sqrt{c^{2}+8 a b}}$, then $x, y, z$ are positive real numbers, and $x^{2}=\frac{a^{2}}{a^{2}+8 b c}$, so $\frac{1}{x^{2}}-1=\frac{8 b c}{a^{2}}$. Similarly, $\frac{1}{y^{2}}-1=\frac{8 c a}{b^{2}}, \frac{1}{z^{2}}-1=\frac{8 a b}{c^{2}}$. Therefore, $\left(\frac{1}{x^{2}}-1\right)\left(\frac{1}{y^{2}}-1\right)\left(\frac{1}{z^{2}}-1\right)=512$.
If $x+y+z < 1$, then
$$
\begin{aligned}
& \frac{\left[(x+y+z)^{2}-x^{2}\right]\left[(x+y+z)^{2}-y^{2}\right]\left[(x+y+z)^{2}-z^{2}\right]}{x^{2} y^{2} z^{2}} \\
= & \frac{(y+z)(2 x+y+z)(z+x)(2 y+z+x)(x+y)(2 z+x+y)}{x^{2} y^{2} z^{2}} \\
\geqslant & \frac{2 \sqrt{y z} \cdot 4 \sqrt[4]{x^{2} y z} \cdot 2 \sqrt{z x} \cdot 4 \sqrt[4]{y^{2} z x} \cdot 2 \sqrt{x y} \cdot 4 \sqrt[4]{z^{2} x y}}{x^{2} y^{2} z^{2}} \\
= & \frac{512 x^{2} y^{2} z^{2}}{x^{2} y^{2} z^{2}}=512, \text{ a contradiction. }
\end{aligned}
$$

Therefore, $x+y+z \geqslant 1$, i.e., $\frac{a}{\sqrt{a^{2}+8 b c}}+\frac{b}{\sqrt{b^{2}+8 c a}}+\frac{c}{\sqrt{c^{2}+8 a b}} \geqslant 1$.","4.2.42 $\star \star$ Let $a, b, c$ be positive real numbers, prove that:
$$
\frac{a}{\sqrt{a^{2}+8 b c}}+\frac{b}{\sqrt{b^{2}+8 c a}}+\frac{c}{\sqrt{c^{2}+8 a b}} \geqslant 1 .
$$",,"import Mathlib

open Real

/- 4.2.42 $\star \star$ Let $a, b, c$ be positive real numbers, prove that:
$$
\frac{a}{\sqrt{a^{2}+8 b c}}+\frac{b}{\sqrt{b^{2}+8 c a}}+\frac{c}{\sqrt{c^{2}+8 a b}} \geqslant 1 .
$$ -/
theorem inequalities_288032 (a b c : ℝ) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) :
    a / sqrt (a ^ 2 + 8 * b * c) + b / sqrt (b ^ 2 + 8 * c * a) +
    c / sqrt (c ^ 2 + 8 * a * b) ≥ 1 := by",,
f772907e-1247-5550-9c33-3b39aafe9605,MCQ,yes,yes,no,yes,"3. B.
$$
3 \times 36 + 3 \times 44 + 10 = 250 \text{.}
$$","3. The school assigned Isabella a task to finish reading a book in one week. In the first three days, she averaged 36 pages per day, and in the next three days, she averaged 44 pages per day, and on the last day, she read the final 10 pages. Therefore, the book has ( ) pages.
(A) 240
(B) 250
(C) 260
(D) 270
(E) 280",,"import Mathlib

/- 3. The school assigned Isabella a task to finish reading a book in one week. In the first three days, she averaged 36 pages per day, and in the next three days, she averaged 44 pages per day, and on the last day, she read the final 10 pages. Therefore, the book has ( ) pages.
(A) 240
(B) 250
(C) 260
(D) 270
(E) 280 -/
theorem algebra_307522 {x : ℕ} (hx : x = 3 * 36 + 3 * 44 + 10) : x = 250 := by","import Mathlib

theorem algebra_307522 {x : ℕ} (hx : x = 3 * 36 + 3 * 44 + 10) : x = 250 := by
  calc 
    x = 3 * 36 + 3 * 44 + 10 := by rw [hx]
    _ = 108 + 132 + 10 := by norm_num
    _ = 250 := by norm_num",
86801292-32c4-5d30-805c-b2c80294c667,math-word-problem,no,,no,no,,The minimum value of the function $ f ( x ) = | 2 x + 5 | + | 2 x + 3 | + e ^ { - x } ( x \in R ) $ is ___          ___,,"import Mathlib

open Real Set
open scoped BigOperators

/- The minimum value of the function $ f ( x ) = | 2 x + 5 | + | 2 x + 3 | + e ^ { - x } ( x \in R ) $ is ___          ___ -/
theorem algebra_10162 {f : ℝ → ℝ}
  (hf : f = λ x => abs (2 * x + 5) + abs (2 * x + 3) + exp (-x)) :
  IsLeast (range f) (12 - 8 * log 2) :=
",,
dceb2203-9c89-538f-8d81-976815762b33,math-word-problem,no,,no,no,,"Xiao Li tried to calculate the product of two positive integers $m$ and $n$, but she mistakenly swapped the digits of $n$, resulting in a product that is $999$ greater than the correct answer. Find $m$.",,"import Mathlib

/- Xiao Li tried to calculate the product of two positive integers $m$ and $n$, but she mistakenly swapped the digits of $n$, resulting in a product that is $999$ greater than the correct answer. Find $m$. -/
theorem number_theory_7131 {m n : ℕ} (hm : m > 0) (hn : n > 0)
    (h : (10 * (n % 10) + (n / 10)) * m = m * n + 999) :
    m = 37 := by",,
6075fa21-1d0f-59bf-98d7-6c18cc263cf9,proof,no,,no,yes,"1. **Given**: Positive integers \( p, q, r \) satisfy \( \gcd(p, q, r) = 1 \). We need to prove that there exists an integer \( a \) such that \( \gcd(p, q + ar) = 1 \).

2. **Step 1**: Since \( \gcd(p, q, r) = 1 \), it follows that \( \gcd(p, r) = 1 \) and \( \gcd(q, r) = 1 \). This means \( p \) and \( r \) are coprime, and \( q \) and \( r \) are coprime.

3. **Step 2**: By Dirichlet's theorem on arithmetic progressions, if \( \gcd(q, r) = 1 \), then there are infinitely many primes of the form \( q + ar \) where \( a \) is an integer. This theorem guarantees that there are infinitely many primes in the sequence \( q, q + r, q + 2r, \ldots \).

4. **Step 3**: Choose \( a \) such that \( q + ar \) is a prime number. Since \( q + ar \) is prime, it has no divisors other than 1 and itself.

5. **Step 4**: We need to show that \( \gcd(p, q + ar) = 1 \). Suppose for contradiction that \( \gcd(p, q + ar) \neq 1 \). This would imply that \( p \) shares a common prime factor with \( q + ar \).

6. **Step 5**: Since \( q + ar \) is a prime number, the only possible common prime factor is \( q + ar \) itself. However, \( \gcd(p, r) = 1 \) implies that \( p \) and \( r \) are coprime, and \( \gcd(p, q) = 1 \) implies that \( p \) and \( q \) are coprime. Therefore, \( p \) cannot share any prime factor with \( q + ar \).

7. **Step 6**: Hence, \( \gcd(p, q + ar) = 1 \) must hold true for some integer \( a \) such that \( q + ar \) is a prime number.

\(\blacksquare\)","Positive integers $p, q, r$ satisfy $gcd(a,b,c) = 1$. 
Prove that there exists an integer $a$ such that $gcd(p,q+ar) = 1$.",,"import Mathlib

/- Positive integers $p, q, r$ satisfy $gcd(a,b,c) = 1$. 
Prove that there exists an integer $a$ such that $gcd(p,q+ar) = 1$. -/
theorem number_theory_33745 (p q r : ℕ) (hp : 0 < p) (hq : 0 < q) (hr : 0 < r)
    (h : Nat.gcd (Nat.gcd p q) r = 1) :
    ∃ a, Nat.gcd p (q + a * r) = 1 := by",,
362e81c4-0632-5cd7-a7d4-d0ab6436a2a7,proof,no,,no,yes,"Since $c$ is the hypotenuse, it holds that $a^2 + b^2 = c^2$. Because $a^{2}, b^{2}>0$, it follows that

$$
\frac{a^{n-2}}{c^{n-2}} \cdot a^{2}=\frac{a^{n}}{c^{n-2}} < c^{2}
$$

For $n>2$, the claim $a^{n}+b^{n}<c^{n-2} \cdot c^{2}=c^{n}$ follows.","## Task 11/79

Prove: If $a, b, c$ are the side lengths of a right triangle with hypotenuse $c$, then for any natural number $n>2$ the inequality $a^{n}+b^{n}<c^{n}$ holds.",,"import Mathlib

open Real
open scoped BigOperators

/- ## Task 11/79

Prove: If $a, b, c$ are the side lengths of a right triangle with hypotenuse $c$, then for any natural number $n>2$ the inequality $a^{n}+b^{n}<c^{n}$ holds. -/
theorem inequalities_157590 (a b c : ℝ) (h₀ : a > 0) (h₁ : b > 0) (h₂ : c > 0)
  (h₃ : a^2 + b^2 = c^2) (h₄ : a < c) (h₅ : b < c) (n : ℕ) (hn : n > 2) :
  a^n + b^n < c^n :=
",,
1c091be9-defe-5a51-bc45-7c1fa1649937,math-word-problem,no,,no,yes,"To solve the problem, we need to calculate the sum of the first 2005 nice positive integers. A positive integer is called *nice* if the sum of its digits in the number system with base 3 is divisible by 3.

1. **Grouping the Numbers:**
   We group the positive integers into sets:
   \[
   A_1 = \{0, 1, 2, 3, 4, 5, 6, 7, 8\}, \quad A_2 = \{9, 10, 11, \ldots, 17\}, \quad A_3 = \{18, 19, 20, \ldots, 26\}, \ldots
   \]
   In base 3, these sets can be written as:
   \[
   A_1 = \{0_3, 1_3, 2_3, 10_3, 11_3, 12_3, 20_3, 21_3, 22_3\}, \quad A_2 = \{100_3, 101_3, 102_3, \ldots, 122_3\}, \quad A_3 = \{200_3, 201_3, 202_3, \ldots, 222_3\}, \ldots
   \]

2. **Identifying Nice Numbers:**
   For any natural number \( n \), all digits except the last two (in base 3) of any pair of numbers in \( A_n \) are the same. We need to find the sum of nice numbers in each set \( A_n \).

3. **Sum of Nice Numbers in Each Set \( A_n \):**
   Let \( S_n \) be the sum of nice numbers in \( A_n \) and \( x_n \) be the smallest number in \( A_n \). We will prove that \( S_n = 3x_n + 12 \) for all natural numbers \( n \).

   - **Case 1:** \( x_n \) is nice.
     - \( x_n \) ends with \( 00 \). In \( A_n \), only \( x_n + 5 \) (ends with \( 12 \)), \( x_n + 7 \) (ends with \( 21 \)), and \( x_n \) are nice.
     - So, \( S_n = 3x_n + 12 \).

   - **Case 2:** \( x_n + 1 \) is nice.
     - \( x_n + 1 \) ends with \( 01 \). In \( A_n \), only \( x_n + 3 \) (ends with \( 10 \)), \( x_n + 8 \) (ends with \( 22 \)), and \( x_n \) are nice.
     - So, \( S_n = 3x_n + 12 \).

   - **Case 3:** \( x_n + 2 \) is nice.
     - \( x_n + 2 \) ends with \( 02 \). In \( A_n \), only \( x_n + 4 \) (ends with \( 11 \)), \( x_n + 6 \) (ends with \( 20 \)), and \( x_n \) are nice.
     - So, \( S_n = 3x_n + 12 \).

   Therefore, \( S_n = 3x_n + 12 \) for all natural numbers \( n \).

4. **Recursive Relation:**
   Since \( x_{n+1} = x_n + 9 \) for all natural numbers \( n \), we conclude that:
   \[
   S_{n+1} = S_n + 27
   \]

5. **Sum of the First 2005 Nice Integers:**
   All sets \( A_k \) have 3 nice integers except \( A_1 \), which has only 2. So the first 2005 nice integers are all those in \( A_1, \ldots, A_{668} \) and the first two in \( A_{669} \).

   - Sum of nice numbers in \( A_1 \) to \( A_{668} \):
     \[
     S_1 + S_2 + \ldots + S_{668} = 12 + (12 + 27) + (12 + 27 \cdot 2) + \ldots + (12 + 27 \cdot 667)
     \]
     This is an arithmetic series with the first term \( 12 \) and common difference \( 27 \):
     \[
     \sum_{k=0}^{667} (12 + 27k) = 668 \cdot 12 + 27 \sum_{k=0}^{667} k = 8016 + 27 \cdot \frac{667 \cdot 668}{2} = 8016 + 27 \cdot 222111 = 6013 + 6015
     \]

   - Adding the first two nice numbers in \( A_{669} \):
     \[
     6013 + 6015 = 12028
     \]

   Therefore, the sum of the first 2005 nice integers is:
   \[
   6035050
   \]

The final answer is \(\boxed{6035050}\)","A positive integer is called [i]nice[/i] if the sum of its digits in the number system with base $ 3$ is divisible by $ 3$.

Calculate the sum of the first $ 2005$ nice positive integers.",,"import Mathlib

def isNice (n : ℕ) := 3 ∣ (Nat.digits 3 n).sum

/- A positive integer is called [i]nice[/i] if the sum of its digits in the number system with base $ 3$ is divisible by $ 3$.

Calculate the sum of the first $ 2005$ nice positive integers. -/
theorem number_theory_34864 :
    ∑ i ∈ Finset.range 2005, (Nat.nth {n | 0 < n ∧ isNice n} i) = 6035050 := by",,
85430a04-bdaa-559e-bb21-fa3ce97a289c,math-word-problem,yes,yes,no,no,,Find the minimum value of $ \sin ^ { 2 } x - 12 \cos x - 37 $.,,"import Mathlib

open Real Set
open scoped BigOperators

/- Find the minimum value of $ \sin ^ { 2 } x - 12 \cos x - 37 $. -/
theorem algebra_13541 : IsLeast {x | ∃ t : ℝ, x = sin t ^ 2 - 12 * cos t - 37} (-49) :=
","import Mathlib

open Real Set
open scoped BigOperators

theorem algebra_13541 : IsLeast {x | ∃ t : ℝ, x = sin t ^ 2 - 12 * cos t - 37} (-49) := by
  constructor
  · -- Show that -49 is in the set
    use 0
    norm_num
  · -- Show that -49 is the least element
    intro y hy
    rcases hy with ⟨t, ht⟩
    have h1 : sin t ^ 2 + cos t ^ 2 = 1 := by
      exact Real.sin_sq_add_cos_sq t
    have h2 : sin t ^ 2 = 1 - cos t ^ 2 := by
      linarith [h1]
    nlinarith [sq_nonneg (sin t), sq_nonneg (cos t - 1), Real.cos_le_one t, Real.sin_le_one t, Real.neg_one_le_cos t, Real.neg_one_le_sin t]",
8b2666a9-173c-53f9-b0f4-9fe244588ad9,math-word-problem,yes,yes,no,yes,"### Part (a)
1. Consider the given system of equations:
   \[
   \begin{cases}
   x^2 - 3y + p = z, \\
   y^2 - 3z + p = x, \\
   z^2 - 3x + p = y
   \end{cases}
   \]
2. Add the three equations:
   \[
   (x^2 - 3y + p) + (y^2 - 3z + p) + (z^2 - 3x + p) = z + x + y
   \]
3. Simplify the left-hand side:
   \[
   x^2 + y^2 + z^2 - 3(x + y + z) + 3p = x + y + z
   \]
4. Combine like terms:
   \[
   x^2 + y^2 + z^2 - 4(x + y + z) + 3p = 0
   \]
5. Rearrange the equation:
   \[
   x^2 + y^2 + z^2 - 4x - 4y - 4z + 3p = 0
   \]
6. Complete the square for each variable:
   \[
   (x-2)^2 + (y-2)^2 + (z-2)^2 + 3p - 12 = 0
   \]
7. Rearrange to isolate the squared terms:
   \[
   (x-2)^2 + (y-2)^2 + (z-2)^2 = 12 - 3p
   \]
8. For \( p \ge 4 \):
   - If \( p > 4 \), then \( 12 - 3p < 0 \), which implies no real solutions since the sum of squares cannot be negative.
   - If \( p = 4 \), then \( 12 - 3p = 0 \), which implies:
     \[
     (x-2)^2 + (y-2)^2 + (z-2)^2 = 0
     \]
     Therefore, \( x = 2 \), \( y = 2 \), and \( z = 2 \).

### Part (b)
1. We need to prove that for \( p \in (1, 4) \), every real solution of the system satisfies \( x = y = z \).
2. Assume \( x, y, z \ge 0 \). Suppose \( x < 0 \):
   - From the first equation: \( z = x^2 - 3y + p \), since \( x < 0 \), \( z \ge p - 3y \).
   - From the second equation: \( x = y^2 - 3z + p \), since \( x < 0 \), \( y \ge p - 3z \).
3. Since \( p > 1 \), we have:
   \[
   z^2 + p - y = 3x < 0 \quad \text{and} \quad y^2 - 3z + p = x < 0
   \]
   - This implies \( y > z^2 + p \) and \( 3z > y^2 + p \).
4. Since \( y > z^2 + p \) and \( 3z > y^2 + p \), we get \( y, z > 0 \).
5. From \( p > 1 \), note that:
   \[
   z^2 - y + p < 0 \le (z - \sqrt{p})^2 \implies y > 2z \sqrt{p} > 2z
   \]
   \[
   y^2 - 3z + p < 0 \le (y - \sqrt{p})^2 \implies z > \frac{2}{3} y \sqrt{p} > \frac{2}{3} y
   \]
6. This leads to a contradiction since \( y > 2z > \frac{4}{3} y \).
7. Therefore, \( x, y, z \ge 0 \).
8. Assume \( \max\{x, y, z\} = x \):
   - From the first equation: \( z = x^2 - 3y + p \ge y \).
   - From the second equation: \( y = y^2 - 3z + p \ge x \).
9. Thus, \( x \ge z \ge y \) and \( z = x \).
10. Substituting \( z = x \) into the first equation:
    \[
    x^2 - 3y + p = x
    \]
11. Substituting \( z = x \) into the second equation:
    \[
    y^2 - 3x + p = x
    \]
12. Subtracting the two equations:
    \[
    3(x - y) = x - y \implies x = y
    \]
13. Therefore, \( x = y = z \).

The final answer is \( \boxed{ x = y = z = 2 } \) for \( p = 4 \) and \( x = y = z \) for \( p \in (1, 4) \).","Consider the system of equations $\begin{cases} x^2 - 3y + p = z,  \\
y^2 - 3z + p = x, \\
z^2 - 3x + p = y \end{cases}$ with real parameter $p$.
a) For $p \ge 4$, solve the considered system in the field of real numbers.
b) Prove that for $p \in (1, 4)$ every real solution of the system satisfies $x = y = z$.

(Jaroslav Svrcek)",,"import Mathlib

/- Consider the system of equations $\begin{cases} x^2 - 3y + p = z,  \\
y^2 - 3z + p = x, \\
z^2 - 3x + p = y \end{cases}$ with real parameter $p$.
a) For $p \ge 4$, solve the considered system in the field of real numbers.
b) Prove that for $p \in (1, 4)$ every real solution of the system satisfies $x = y = z$.

(Jaroslav Svrcek) -/
theorem algebra_86320 {x y z p : ℝ} (h₀ : x^2 - 3 * y + p = z) (h₁ : y^2 - 3 * z + p = x)
    (h₂ : z^2 - 3 * x + p = y) (h₃ : p ≥ 4) :
    x = 2 ∧ y = 2 ∧ z = 2 := by","import Mathlib

theorem algebra_86320 {x y z p : ℝ} (h₀ : x^2 - 3 * y + p = z) (h₁ : y^2 - 3 * z + p = x)
    (h₂ : z^2 - 3 * x + p = y) (h₃ : p ≥ 4) :
    x = 2 ∧ y = 2 ∧ z = 2 := by
  have h₄ : x^2 + y^2 + z^2 - 4 * x - 4 * y - 4 * z + 3 * p = 0 := by
    nlinarith
  have h₅ : (x - 2)^2 + (y - 2)^2 + (z - 2)^2 = 0 := by
    nlinarith [sq_nonneg (x - 2), sq_nonneg (y - 2), sq_nonneg (z - 2)]
  have hx : (x - 2) ^ 2 = 0 := by
    nlinarith [sq_nonneg (x - 2), sq_nonneg (y - 2), sq_nonneg (z - 2)]
  have hy : (y - 2) ^ 2 = 0 := by
    nlinarith [sq_nonneg (x - 2), sq_nonneg (y - 2), sq_nonneg (z - 2)]
  have hz : (z - 2) ^ 2 = 0 := by
    nlinarith [sq_nonneg (x - 2), sq_nonneg (y - 2), sq_nonneg (z - 2)]
  have hx2 : x - 2 = 0 := by
    rw [sq_eq_zero_iff] at hx
    linarith
  have hy2 : y - 2 = 0 := by
    rw [sq_eq_zero_iff] at hy
    linarith
  have hz2 : z - 2 = 0 := by
    rw [sq_eq_zero_iff] at hz
    linarith
  constructor
  · linarith
  constructor
  · linarith
  · linarith",
8b10484a-b59a-5d99-ad44-51547a2938ef,math-word-problem,no,,no,yes,"5. Let the hedgehog be $x$ years old, then the owl is $2x$, and the lion is $(2x-2)$. We have the equation $(2x-2)-x=4$, from which $x=6$. Therefore, the hedgehog is 6 years old, the owl is 12, the lion is 10, and together they are 28.","5.     - I am two years older than the lion, said the wise owl.

- And I am half your age, the porcupine replied to the owl. The lion looked at him and said proudly, slightly wrinkling his nose: - I am four years older, Than you, honorable quill-nose. And how old are they all together? Check your answer twice.",,"import Mathlib

/- 5.     - I am two years older than the lion, said the wise owl.

- And I am half your age, the porcupine replied to the owl. The lion looked at him and said proudly, slightly wrinkling his nose: - I am four years older, Than you, honorable quill-nose. And how old are they all together? Check your answer twice. -/
theorem algebra_235362 (x y z : ℕ) (h₀ : x = y + 2) (h₁ : z = x / 2)
    (h₂ : y = z + 4) :
    x + y + z = 28 := by",,
8bc0858e-3244-5206-8727-b1c5c181a6cb,math-word-problem,no,,no,no,,Find all solutions in natural numbers greater than zero for the equation $x_1(x_3+1)+x_2(x_1+1)+x_3(x_2+1)=x_1x_2x_3$.,,"import Mathlib

/- Find all solutions in natural numbers greater than zero for the equation $x_1(x_3+1)+x_2(x_1+1)+x_3(x_2+1)=x_1x_2x_3$. -/
theorem algebra_6491 (x : Fin 3 → ℕ) (hx : ∀ i, x i > 0)
    (h : x 0 * (x 2 + 1) + x 1 * (x 0 + 1) + x 2 * (x 1 + 1) = x 0 * x 1 * x 2) :
    (x 0, x 1, x 2) = (2, 4, 14) := by",,
b82e82ae-38b9-571e-9856-f6845b2bc846,math-word-problem,no,,no,yes,"Solution. To find the solution, we will construct a table of values for the expression $2^{n}$:

| $n$ | $2^{n}$ | $S(n)$ | $n$ | $2^{n}$ | $S(n)$ |
| :---: | ---: | ---: | :---: | ---: | :---: |
| 1 | 2 | 2 | 16 | 65536 | 25 |
| 2 | 4 | 4 | 17 | 131072 | 14 |
| 3 | 8 | 8 | 18 | 262144 | 19 |
| 4 | 16 | 7 | 19 | 524288 | 29 |
| 5 | 32 | 5 | 20 | 1048576 | 31 |
| 6 | 64 | 10 | 21 | 2097152 | 26 |
| 7 | 128 | 11 | 22 | +194304 | 25 |
| 8 | 256 | 13 | 23 | 8388608 | 41 |
| 9 | 512 | 8 | 24 | 16777216 | 37 |
| 10 | 1024 | 7 | 25 | 33554432 | 29 |
| 11 | 2048 | 14 | 26 | 67108864 | 40 |
| 12 | 4096 | 19 | 27 | 134217728 | 35 |
| 13 | 8192 | 20 | 28 | 268435456 | 43 |
| 14 | 16384 | 22 | 29 | 536870912 | 41 |
| 15 | 32768 | 26 |  |  |  |

Careful examination of this table leads to the conjecture that

$$
S(k+6 n)=S(k)+9 m
$$

where $n, k$ are natural numbers; $m$ is a natural number or zero.

But why, when multiplying the number $2^{n}$ by $2^{6}$, do we get a number whose sum of digits is either equal to the sum of the digits of the number $2^{n}$, or differs from it by $9 m$? What property does the number $2^{6}$ and its sum of digits possess?

We notice that $S(6)=10$ and $2^{6}=64=63+1=9 \cdot 7+1$.

But what follows from this? Let's consider an example:

$2^{14} \cdot 2^{6}=16384(9 \cdot 7+1)=9 \cdot 7 \cdot 16384+16384$

The number $9 \cdot 7 \cdot 16384$ is divisible by 9. Therefore, the sum of its digits is also divisible by 9. Now it is clear why equation (1) is true.

So, $S(5)=5$. But why are there no other solutions?

By equation (1), they should be sought among $S(11), S(17), S(23), S(29), \ldots$. But $S(11), S(23), S(35), \ldots$ end in the digit 8. Therefore, we are only interested in $S(17), S(29), S(41), \ldots$, i.e., $S(5+12 k)$, where $k$ is a natural number.

It is easy to show that all $S(5+(2 k+1) 12)$ end in the digits 7 and 2, i.e., $S(5+(2 k+1) 12) \geqslant 9$. Therefore, we are only interested in $S(5+24 k)$, which end in the digits 1 and 2 for $k \geqslant 1$. But numbers of the form $2^{5}+24 k \quad(k \geqslant 1, \quad k$ - a natural number) are greater than 1000000012. The number 2000000012 (its sum of digits $S=5$) after division by $2^{2}$ becomes odd, but $2^{3}+24 k$ is even.

The numbers $1100000012, \quad 1010000012, \quad 1001000012$, $1000100012,1000010012,1000001012$ also give an odd number when divided by $2^{2}$. The number 1000000112 is not divisible by $2^{5}$.

Thus, we get the answer: $n=5$.","Task 10.

Find all natural numbers $n$ such that the sum $S(n)$ of the digits in the decimal representation of the number $2^{n}$ is 5.",,"import Mathlib

open Nat

def S : ℕ → ℕ
| n => (Nat.digits 10 (2 ^ n)).sum

/- Task 10.

Find all natural numbers $n$ such that the sum $S(n)$ of the digits in the decimal representation of the number $2^{n}$ is 5. -/
theorem number_theory_217155 (n : ℕ) :
    S n = 5 ↔ n = 5 := by",,
f3ff49e7-63bc-5734-816a-67325f4c620b,math-word-problem,no,,no,yes,"5. Solution For natural numbers $x_{i}, x_{j}$, if $x_{i}x_{i}^{2}+x_{j}^{2} .
\end{array}
$$

Thus, when the sum $x_{i}+x_{j}$ remains constant, the value is maximized by setting one of the numbers to 1 and the other to the sum minus 1, leading to
$$
\text { to } x_{1}=x_{2}=\cdots=x_{56}=1, x_{57}=44 \text {, when } x_{1}^{2}+x_{2}^{2}+\cdots
$$

is maximized, and the maximum value is
$$
\begin{array}{l}
x_{1}^{2}+x_{2}^{2}+\cdots+x_{50}^{2}+x_{57}^{2} \\
=56+44^{2}=1992 .
\end{array}
$$","5. Given that $x_{1}, x_{2}, \cdots, x_{57}$ are all positive integers, and $x_{1}+x_{2}+\cdots+x_{57}=100$. Then the maximum value of $x_{1}^{2}+x_{2}^{2}+\cdots+x_{57}^{2}$ is $\qquad$",,"import Mathlib

/- 5. Given that $x_{1}, x_{2}, \cdots, x_{57}$ are all positive integers, and $x_{1}+x_{2}+\cdots+x_{57}=100$. Then the maximum value of $x_{1}^{2}+x_{2}^{2}+\cdots+x_{57}^{2}$ is $\qquad$ -/
theorem algebra_324290 (x : Fin 57 → ℤ) (hx : ∀ i, x i > 0)
    (hxs : ∑ i, x i = 100) :
    ∑ i, (x i)^2 ≤ 1992 := by",,
